Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
0.021933786848070576,0.05782585034013082,0.03367528344670897,0.11165442176869737,0.128203174603163,0.17227120181404335,0.08962902494330253,0.06838458049886002,0.22963809523807444,0.08678458049885836
0.01730878603842429,0.04992781377145205,0.020021238262276628,0.09843576618818961,0.10660891768381504,0.1509010352658261,0.08660756543490977,0.06822891187710678,0.3090047845747557,0.09295518090304515
0.020023582766438095,0.05424036281178647,0.030751927437638937,0.11010521541949116,0.12796281179137162,0.17339319727889585,0.08740045351473132,0.06595827664398496,0.24902222222219966,0.08114195011337133
0.02143129251700486,0.05579047619047114,0.033448526077094476,0.11206077097504653,0.13348027210883145,0.16819047619046096,0.08806893424035483,0.06543401360543624,0.23857414965984233,0.08352108843536658
0.012110582143153024,0.04192568199082023,0.009221144400295662,0.09191315380238634,0.08192838648863078,0.17142538966639792,0.06871611920470488,0.0794287146078519,0.36882390139711796,0.07450692629844242
0.037126225147669355,0.08049639443233154,0.02745358530381759,0.08440286279277646,0.055585107002440175,0.09874972632157421,0.08051561015148857,0.07480810484096263,0.31182803212401955,0.1490343518829054
0.022539682539680497,0.05700317460316944,0.03438730158729847,0.11030385487527346,0.13036462585032832,0.15959365079363633,0.08677641723355223,0.06593922902493733,0.2484734693877326,0.08461859410430073
0.004751090791349894,0.025894572760116762,0.00880683527192779,0.09729142264669961,0.09225237355489642,0.19347745697875596,0.062299844652907964,0.05801983771713834,0.418150838838877,0.03905572678728599
0.0143895192755099,0.04663468995715625,0.01413100110168233,0.09574319997770862,0.09849741282964079,0.16097131243707846,0.08002330640765531,0.07263366383886112,0.33213818392964883,0.0848377102448595
0.012335294094249296,0.039978841281764925,0.013745212442278113,0.09984170733354415,0.13132922090574203,0.16917031575008667,0.07721341271828336,0.06743148274091558,0.31572227989159823,0.0732322328413388
0.003446652960264256,0.021211158804357273,0.004938197336805718,0.08738141072142235,0.05494916717682077,0.19204385812811214,0.05225270972741485,0.061441277738653224,0.4899050931905386,0.03243047421556654
0.017854875283445093,0.05212154195010866,0.029186394557820485,0.11347120181404868,0.12826303854874122,0.18494058956914425,0.0887927437641643,0.0672390022675676,0.24053333333331153,0.0775972789115576
0.022768253968251904,0.05706122448979075,0.03561632653060902,0.1107818594104208,0.13682448979590597,0.15908662131517834,0.085993650793643,0.06378049886620737,0.2444680272108622,0.08361904761904004
0.022475283446709984,0.058712925170062706,0.03401814058956608,0.11061405895690608,0.1248861678004422,0.16955827664397558,0.0902167800453433,0.06834920634920015,0.2327292517006592,0.08843990929704414
0.021817687074827955,0.05917188208616244,0.03266485260770679,0.11103129251699674,0.12131337868479626,0.17161541950111825,0.09088888888888065,0.06989024943310024,0.23329160997730314,0.08831473922901695
0.014787239542936929,0.045618514673880194,0.016928963183031477,0.09902638078531875,0.1152354702843073,0.16016195169286446,0.08264030576732516,0.06718091897243655,0.31466633258157944,0.08375392251612085
0.01817382762007808,0.050313602430856266,0.022019782606097445,0.09854116205905777,0.11015459386792702,0.15028456885131422,0.08992852966792547,0.06660820178734164,0.3017165606741554,0.09225917043504786
0.04091796874998668,0.078854166666641,0.05428059895831566,0.11982421874996099,0.09102539062497036,0.12918945312495794,0.12052734374996077,0.08449218749997249,0.1291569010416246,0.15173177083328393
0.02193197278911366,0.057593650793645576,0.03339863945577929,0.11260770975055669,0.13038185941041902,0.17455238095236514,0.08968979591835922,0.0683999999999938,0.22458321995462818,0.08686077097504882
0.0186391603329677,0.037654166318653946,0.018911598716155217,0.05423313566634964,0.06398722522499752,0.0689209451424298,0.05017638893859394,0.04214840534057937,0.5731924608144967,0.07213651350457734
0.016749989062689315,0.048038642501173665,0.01913034486324008,0.09753095257979312,0.10859354181827592,0.1530049754805151,0.08641864830788194,0.06868629018464786,0.3116774647718653,0.09016915042971882
0.021441269841267898,0.05615238095237587,0.03189387755101752,0.11032108843536416,0.1260598639455668,0.1684961451247013,0.08947936507935697,0.06740498866212541,0.2434730158729938,0.08527800453513967
0.020795464852605826,0.056481632653056106,0.030806349206346416,0.11390929705214388,0.12572426303853737,0.18101496598637815,0.09106122448978766,0.07058412698412059,0.22235283446710002,0.08726984126983336
0.018462585034011932,0.05522721088434874,0.026696598639453364,0.11178049886620302,0.1144825396825293,0.1855437641723188,0.09225668934239527,0.07359365079364413,0.23575691609975188,0.08619954648525296
0.02346122448979379,0.05841995464852078,0.03511201814058639,0.10978594104307396,0.1239818594104196,0.15845804988660697,0.08818503401359745,0.06670657596371278,0.2483392290249208,0.08755011337867688
0.024432653061222276,0.06076916099772692,0.03529795918367027,0.10821768707482013,0.12091156462583938,0.15458594104306989,0.08783764172334806,0.06858684807255615,0.24885442176868494,0.0905061224489714
0.025326077097503376,0.06094693877550468,0.03697959183673134,0.10812063492062512,0.12175600907028375,0.15092789115644892,0.08682176870747513,0.06867029478457427,0.249759637188186,0.09069115646257682
0.021977324263036557,0.056602267573691016,0.034471655328795064,0.11154467120180395,0.13320453514738023,0.1653197278911415,0.08777777777776982,0.06616145124715954,0.2374893424036066,0.08545124716552514
0.020689342403626243,0.05563446712017637,0.03160090702947559,0.11082811791382216,0.12737142857141703,0.17098321995463303,0.08862766439908494,0.06701405895691002,0.24318548752832264,0.08406530612244137
0.06175611330995611,0.08159467045987212,0.03795667281852366,0.08142752043295447,0.0720519234685728,0.09908227333508905,0.081315429269685,0.11169884419801711,0.17921068086698216,0.19390587184032784
0.021170068027208968,0.05635646258502891,0.03334240362811489,0.1130285714285612,0.13774875283445465,0.17497959183671885,0.0888616780045271,0.06645895691609376,0.22276916099771224,0.08528435374148888
